llm,topic,rarity,sentence,atomic_fact,human_label,method_a_pred,method_b_pred,method_c_pred,retrieved_evidence,method_a_confidence,method_b_confidence,method_c_confidence
ChatGPT,Ben Lummis,rare,He impressed the judges and viewers with his soulful voice and won the competition with 79% of the public vote.,He impressed the viewers with his soulful voice.,0,,,,,,,
ChatGPT,Ben Lummis,rare,He impressed the judges and viewers with his soulful voice and won the competition with 79% of the public vote.,He won the competition.,1,,,,,,,
ChatGPT,Ben Lummis,rare,He impressed the judges and viewers with his soulful voice and won the competition with 79% of the public vote.,He won with 79% of the public vote.,0,,,,,,,
ChatGPT,Ben Lummis,rare,"As part of his prize, he received a record deal with Sony BMG and released his debut album ""One Road"" in 2005, which debuted at number one on the New Zealand charts.",He received a record deal.,1,,,,,,,
ChatGPT,Ben Lummis,rare,"As part of his prize, he received a record deal with Sony BMG and released his debut album ""One Road"" in 2005, which debuted at number one on the New Zealand charts.",The record deal was with Sony BMG.,1,,,,,,,
ChatGPT,Ben Lummis,rare,"As part of his prize, he received a record deal with Sony BMG and released his debut album ""One Road"" in 2005, which debuted at number one on the New Zealand charts.",The record deal was part of his prize.,0,,,,,,,
ChatGPT,Ben Lummis,rare,"As part of his prize, he received a record deal with Sony BMG and released his debut album ""One Road"" in 2005, which debuted at number one on the New Zealand charts.","He released his debut album ""One Road"".",1,,,,,,,
ChatGPT,Ben Lummis,rare,"As part of his prize, he received a record deal with Sony BMG and released his debut album ""One Road"" in 2005, which debuted at number one on the New Zealand charts.","He released ""One Road"" in 2005.",0,,,,,,,
ChatGPT,Ben Lummis,rare,"As part of his prize, he received a record deal with Sony BMG and released his debut album ""One Road"" in 2005, which debuted at number one on the New Zealand charts.",His debut album debuted at number one on the New Zealand charts.,0,,,,,,,
ChatGPT,Ben Lummis,rare,"Lummis released two more albums, ""Choices"" in 2006 and ""Leisure"" in 2010, before taking a break from the music industry to focus on his family and personal life.",Lummis released two albums.,0,,,,,,,
ChatGPT,Ben Lummis,rare,"Lummis released two more albums, ""Choices"" in 2006 and ""Leisure"" in 2010, before taking a break from the music industry to focus on his family and personal life.","Lummis released ""Choices"" in 2006.",0,,,,,,,
ChatGPT,Ben Lummis,rare,"Lummis released two more albums, ""Choices"" in 2006 and ""Leisure"" in 2010, before taking a break from the music industry to focus on his family and personal life.",Choices was an album.,0,,,,,,,
ChatGPT,Ben Lummis,rare,"Lummis released two more albums, ""Choices"" in 2006 and ""Leisure"" in 2010, before taking a break from the music industry to focus on his family and personal life.","Lummis released ""Leisure"" in 2010.",0,,,,,,,
ChatGPT,Ben Lummis,rare,"Lummis released two more albums, ""Choices"" in 2006 and ""Leisure"" in 2010, before taking a break from the music industry to focus on his family and personal life.",Leisure was an album.,0,,,,,,,
ChatGPT,Ben Lummis,rare,"Lummis released two more albums, ""Choices"" in 2006 and ""Leisure"" in 2010, before taking a break from the music industry to focus on his family and personal life.",Lummis took a break from the music industry.,0,,,,,,,
ChatGPT,Ben Lummis,rare,"Lummis released two more albums, ""Choices"" in 2006 and ""Leisure"" in 2010, before taking a break from the music industry to focus on his family and personal life.",He took a break to focus on his family.,0,,,,,,,
ChatGPT,Ben Lummis,rare,"Lummis released two more albums, ""Choices"" in 2006 and ""Leisure"" in 2010, before taking a break from the music industry to focus on his family and personal life.",He took a break to focus on his personal life.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"Nisar Ahmad Kakru was a prominent Kashmiri poet, writer, and scholar.",Nisar Ahmad Kakru was Kashmiri.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"Nisar Ahmad Kakru was a prominent Kashmiri poet, writer, and scholar.",Nisar Ahmad Kakru was a prominent poet.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"Nisar Ahmad Kakru was a prominent Kashmiri poet, writer, and scholar.",Nisar Ahmad Kakru was a prominent writer.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"Nisar Ahmad Kakru was a prominent Kashmiri poet, writer, and scholar.",Nisar Ahmad Kakru was a prominent scholar.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"He was born on May 28, 1941, in the village of Kakru in the district of Anantnag, Jammu and Kashmir, India.","He was born on May 28, 1941.",0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"He was born on May 28, 1941, in the village of Kakru in the district of Anantnag, Jammu and Kashmir, India.",He was born in the village of Kakru.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"He was born on May 28, 1941, in the village of Kakru in the district of Anantnag, Jammu and Kashmir, India.",Kashmir is in India.,1,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"He completed his education from the University of Kashmir, where he earned a Master's degree in English literature.",He completed his education from the University of Kashmir.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"He completed his education from the University of Kashmir, where he earned a Master's degree in English literature.",He earned a Master's degree.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"Kakru started his career as a teacher, but it was his love for literature that led him to become a renowned poet and writer.",Kakru started his career as a teacher.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"Kakru started his career as a teacher, but it was his love for literature that led him to become a renowned poet and writer.",Kakru had a love for literature.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,Kakru's poetry is deeply rooted in the Kashmiri culture and tradition.,Kakru is a poet.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"His poems are known for their simplicity, clarity, and the use of everyday language.",His poems are known for their simplicity.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"His poems are known for their simplicity, clarity, and the use of everyday language.",His poems are known for their clarity.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"His poems are known for their simplicity, clarity, and the use of everyday language.",His poems are known for their use of everyday language.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"Kakru's works include several collections of poetry, including ""Saroor-i-Khayal,"" ""Chandri Phol,"" ""Dil Kharash,"" and ""Shaam Ke Pukhta.""",Kakru's works include collections of poetry.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,His poetry has been translated into English and other languages.,His poetry has been translated into English.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,His poetry has been translated into English and other languages.,His poetry has been translated into other languages.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"Apart from his literary contributions, Kakru was also a prominent scholar of the Kashmiri language and literature.",Kakru was a literary contributor.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"Apart from his literary contributions, Kakru was also a prominent scholar of the Kashmiri language and literature.",Kakru was a prominent scholar of the Kashmiri language.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"Apart from his literary contributions, Kakru was also a prominent scholar of the Kashmiri language and literature.",Kakru was a prominent scholar of Kashmiri literature.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,He was the former head of the Department of Kashmiri at the University of Kashmir and played a crucial role in the development and promotion of Kashmiri language and literature.,He was the former head of the Department of Kashmiri.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,He was the former head of the Department of Kashmiri at the University of Kashmir and played a crucial role in the development and promotion of Kashmiri language and literature.,He played a crucial role.,1,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,He was the former head of the Department of Kashmiri at the University of Kashmir and played a crucial role in the development and promotion of Kashmiri language and literature.,His role was in the development of Kashmiri language.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,He was the former head of the Department of Kashmiri at the University of Kashmir and played a crucial role in the development and promotion of Kashmiri language and literature.,His role was in the promotion of Kashmiri language.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,He was the former head of the Department of Kashmiri at the University of Kashmir and played a crucial role in the development and promotion of Kashmiri language and literature.,His role was in the development of Kashmiri literature.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,He was the former head of the Department of Kashmiri at the University of Kashmir and played a crucial role in the development and promotion of Kashmiri language and literature.,His role was in the promotion of Kashmiri literature.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,Kakru was awarded the Sahitya Akademi Award in 2009 for his contribution to Kashmiri literature.,Kakru was awarded the Sahitya Akademi Award.,0,,,,,,,
ChatGPT,Nisar Ahmad Kakru,rare,"He passed away on June 3, 2009, in Srinagar, Jammu and Kashmir, leaving behind a legacy of poetry and literature that continues to inspire people.","He passed away on June 3, 2009.",0,,,,,,,
ChatGPT,Jagan,rare,Jagan Mohan Reddy is an Indian politician and the Chief Minister of the state of Andhra Pradesh.,Jagan Mohan Reddy is an Indian.,1,,,,,,,
ChatGPT,Jagan,rare,Jagan Mohan Reddy is an Indian politician and the Chief Minister of the state of Andhra Pradesh.,Jagan Mohan Reddy is a politician.,0,,,,,,,
ChatGPT,Jagan,rare,Jagan Mohan Reddy is an Indian politician and the Chief Minister of the state of Andhra Pradesh.,Jagan Mohan Reddy is the Chief Minister of Andhra Pradesh.,0,,,,,,,
ChatGPT,Jagan,rare,"He was born on December 21, 1972, in Kadapa district, Andhra Pradesh, India.","He was born on December 21, 1972.",0,,,,,,,
ChatGPT,Jagan,rare,He is the son of former Andhra Pradesh Chief Minister Y.S.Rajashekar Reddy.,He is the son of Y.S.Rajashekar Reddy.,0,,,,,,,
ChatGPT,Jagan,rare,"Jagan Mohan Reddy is the founder and president of the YSR Congress Party, which was formed in 2011.",Jagan Mohan Reddy is the founder of the YSR Congress Party.,0,,,,,,,
ChatGPT,Jagan,rare,"Jagan Mohan Reddy is the founder and president of the YSR Congress Party, which was formed in 2011.",Jagan Mohan Reddy is the president of the YSR Congress Party.,0,,,,,,,
ChatGPT,Jagan,rare,"He started his political career in 2009, by contesting in the Lok Sabha elections on a Congress party ticket from Kadapa constituency and won by a huge margin.",He started his political career in 2009.,0,,,,,,,
ChatGPT,Jagan,rare,"He started his political career in 2009, by contesting in the Lok Sabha elections on a Congress party ticket from Kadapa constituency and won by a huge margin.",He contested in the Lok Sabha elections.,0,,,,,,,
ChatGPT,Jagan,rare,"He started his political career in 2009, by contesting in the Lok Sabha elections on a Congress party ticket from Kadapa constituency and won by a huge margin.",He contested on a Congress party ticket.,0,,,,,,,
ChatGPT,Jagan,rare,"However, he resigned from the Congress party in 2010 due to differences with the party leadership.",He resigned from the Congress party.,0,,,,,,,
ChatGPT,Jagan,rare,"After the demise of his father in a helicopter crash in 2009, he started the YSR Congress Party, which won a majority in the 2019 Andhra Pradesh Legislative Assembly elections.",His father passed away in a helicopter crash.,0,,,,,,,
ChatGPT,Jagan,rare,"After the demise of his father in a helicopter crash in 2009, he started the YSR Congress Party, which won a majority in the 2019 Andhra Pradesh Legislative Assembly elections.",His father passed away in 2009.,0,,,,,,,
ChatGPT,Jagan,rare,"After the demise of his father in a helicopter crash in 2009, he started the YSR Congress Party, which won a majority in the 2019 Andhra Pradesh Legislative Assembly elections.","After his father passed away, he started the YSR Congress Party.",0,,,,,,,
ChatGPT,Jagan,rare,Jagan Mohan Reddy is known for his welfare schemes and his focus on the development of Andhra Pradesh.,Jagan Mohan Reddy is known for his welfare schemes.,0,,,,,,,
ChatGPT,Jagan,rare,Jagan Mohan Reddy is known for his welfare schemes and his focus on the development of Andhra Pradesh.,Jagan Mohan Reddy is known for his focus on the development of Andhra Pradesh.,0,,,,,,,
ChatGPT,Don Featherstone (artist),medium,Don Featherstone (1936-2015) was an American artist and designer best known for creating the plastic pink flamingo lawn ornament.,Don Featherstone was born in 1936.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,Don Featherstone (1936-2015) was an American artist and designer best known for creating the plastic pink flamingo lawn ornament.,Don Featherstone died in 2015.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,Don Featherstone (1936-2015) was an American artist and designer best known for creating the plastic pink flamingo lawn ornament.,Don Featherstone was an American.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,Don Featherstone (1936-2015) was an American artist and designer best known for creating the plastic pink flamingo lawn ornament.,Don Featherstone was an artist.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,Don Featherstone (1936-2015) was an American artist and designer best known for creating the plastic pink flamingo lawn ornament.,Don Featherstone was a designer.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,Don Featherstone (1936-2015) was an American artist and designer best known for creating the plastic pink flamingo lawn ornament.,Don Featherstone created the plastic pink flamingo lawn ornament.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"He was born in Worcester, Massachusetts and earned a degree in fine arts from the Worcester Art Museum School.",He was born in Worcester.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"He was born in Worcester, Massachusetts and earned a degree in fine arts from the Worcester Art Museum School.",Worcester is in Massachusetts.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"He was born in Worcester, Massachusetts and earned a degree in fine arts from the Worcester Art Museum School.",He earned a degree in fine arts.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"He was born in Worcester, Massachusetts and earned a degree in fine arts from the Worcester Art Museum School.",He earned a degree from the Worcester Art Museum School.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"Featherstone worked for Union Products, a plastics manufacturer, and in 1957, was asked to design a plastic flamingo as a lawn ornament.",Featherstone worked for Union Products.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"Featherstone worked for Union Products, a plastics manufacturer, and in 1957, was asked to design a plastic flamingo as a lawn ornament.",Union Products was a plastics manufacturer.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"Featherstone worked for Union Products, a plastics manufacturer, and in 1957, was asked to design a plastic flamingo as a lawn ornament.",Featherstone was asked to design a plastic flamingo.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"Featherstone worked for Union Products, a plastics manufacturer, and in 1957, was asked to design a plastic flamingo as a lawn ornament.",The plastic flamingo was to be a lawn ornament.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"Featherstone worked for Union Products, a plastics manufacturer, and in 1957, was asked to design a plastic flamingo as a lawn ornament.",Featherstone was asked to design the plastic flamingo in 1957.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,This design became so popular that Featherstone went on to create more than 750 different lawn ornaments for Union Products during his career.,This design became popular.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,This design became so popular that Featherstone went on to create more than 750 different lawn ornaments for Union Products during his career.,Featherstone went on to create more than 750 different lawn ornaments.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,This design became so popular that Featherstone went on to create more than 750 different lawn ornaments for Union Products during his career.,He created the lawn ornaments for Union Products.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,Featherstone's work became an iconic symbol of American kitsch and pop culture.,Featherstone's work became an iconic symbol of American kitsch.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,Featherstone's work became an iconic symbol of American kitsch and pop culture.,Featherstone's work became an iconic symbol of American pop culture.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"In 1996, he was awarded the Ig Nobel Prize for Art, an award given to honor achievements that make people laugh, and then think.",He was awarded the Ig Nobel Prize for Art.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"In 1996, he was awarded the Ig Nobel Prize for Art, an award given to honor achievements that make people laugh, and then think.",The Ig Nobel Prize for Art was awarded in 1996.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"In 1996, he was awarded the Ig Nobel Prize for Art, an award given to honor achievements that make people laugh, and then think.",The Ig Nobel Prize for Art is given to honor achievements that make people laugh.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"In 1996, he was awarded the Ig Nobel Prize for Art, an award given to honor achievements that make people laugh, and then think.",The Ig Nobel Prize for Art is given to honor achievements that make people think.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"Featherstone's pink flamingo design was displayed at the Smithsonian National Museum of American History in 1996, and he was inducted into the Plastics Hall of Fame in 1998.",Featherstone's pink flamingo design was displayed.,0,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"Featherstone's pink flamingo design was displayed at the Smithsonian National Museum of American History in 1996, and he was inducted into the Plastics Hall of Fame in 1998.",Featherstone's pink flamingo design was displayed at the Smithsonian National Museum of American History.,0,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"Featherstone's pink flamingo design was displayed at the Smithsonian National Museum of American History in 1996, and he was inducted into the Plastics Hall of Fame in 1998.",He was inducted into the Plastics Hall of Fame.,0,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"Featherstone continued to work on his designs until his death in 2015, and his creations remain popular among collectors and enthusiasts of Americana.",Featherstone continued to work on his designs.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"Featherstone continued to work on his designs until his death in 2015, and his creations remain popular among collectors and enthusiasts of Americana.",Featherstone died in 2015.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"Featherstone continued to work on his designs until his death in 2015, and his creations remain popular among collectors and enthusiasts of Americana.",His creations remain popular.,1,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"Featherstone continued to work on his designs until his death in 2015, and his creations remain popular among collectors and enthusiasts of Americana.",His creations remain popular among collectors.,0,,,,,,,
ChatGPT,Don Featherstone (artist),medium,"Featherstone continued to work on his designs until his death in 2015, and his creations remain popular among collectors and enthusiasts of Americana.",His creations remain popular among enthusiasts of Americana.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,Travis Oliphant is a data scientist and entrepreneur who is best known for creating the NumPy and SciPy libraries for Python programming language.,Travis Oliphant is a data scientist.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,Travis Oliphant is a data scientist and entrepreneur who is best known for creating the NumPy and SciPy libraries for Python programming language.,Travis Oliphant is an entrepreneur.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,Travis Oliphant is a data scientist and entrepreneur who is best known for creating the NumPy and SciPy libraries for Python programming language.,He is best known for creating the NumPy library.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,Travis Oliphant is a data scientist and entrepreneur who is best known for creating the NumPy and SciPy libraries for Python programming language.,He is best known for creating the SciPy library.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,Travis Oliphant is a data scientist and entrepreneur who is best known for creating the NumPy and SciPy libraries for Python programming language.,NumPy is a library for the Python programming language.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,Travis Oliphant is a data scientist and entrepreneur who is best known for creating the NumPy and SciPy libraries for Python programming language.,SciPy is a library for the Python programming language.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,"He was born on August 22, 1972, in the United States.","He was born on August 22, 1972.",0,,,,,,,
ChatGPT,Travis Oliphant,medium,"He was born on August 22, 1972, in the United States.",He was born in the United States.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,He received his Ph.D. in Electrical Engineering from the Mayo Clinic College of Medicine in 2001.,He received a Ph.D.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,He received his Ph.D. in Electrical Engineering from the Mayo Clinic College of Medicine in 2001.,He received his Ph.D. in Electrical Engineering.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,He received his Ph.D. in Electrical Engineering from the Mayo Clinic College of Medicine in 2001.,He received his Ph.D. from the Mayo Clinic College of Medicine.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,He received his Ph.D. in Electrical Engineering from the Mayo Clinic College of Medicine in 2001.,He received his Ph.D. in 2001.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,"He has worked as a researcher and scientist at various organizations, including Mayo Clinic, Google, and Continuum Analytics.",He has worked as a researcher at various organizations.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,"He has worked as a researcher and scientist at various organizations, including Mayo Clinic, Google, and Continuum Analytics.",He has worked as a scientist at various organizations.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,"He has worked as a researcher and scientist at various organizations, including Mayo Clinic, Google, and Continuum Analytics.",Mayo Clinic is an organization.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,"He has worked as a researcher and scientist at various organizations, including Mayo Clinic, Google, and Continuum Analytics.",He has worked at Mayo Clinic.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,"He has worked as a researcher and scientist at various organizations, including Mayo Clinic, Google, and Continuum Analytics.",Google is an organization.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,"He has worked as a researcher and scientist at various organizations, including Mayo Clinic, Google, and Continuum Analytics.",He has worked at Google.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,"He has worked as a researcher and scientist at various organizations, including Mayo Clinic, Google, and Continuum Analytics.",Continuum Analytics is an organization.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,"He has worked as a researcher and scientist at various organizations, including Mayo Clinic, Google, and Continuum Analytics.",He has worked at Continuum Analytics.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,"In 2012, he co-founded Continuum Analytics, a software company that provides data analytics tools and services.",He co-founded Continuum Analytics.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,"In 2012, he co-founded Continuum Analytics, a software company that provides data analytics tools and services.",Continuum Analytics is a software company.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,"In 2012, he co-founded Continuum Analytics, a software company that provides data analytics tools and services.",Continuum Analytics provides data analytics tools.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,"In 2012, he co-founded Continuum Analytics, a software company that provides data analytics tools and services.",Continuum Analytics provides data analytics services.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,"In 2012, he co-founded Continuum Analytics, a software company that provides data analytics tools and services.",He co-founded Continuum Analytics in 2012.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,He is also a member of the Python Software Foundation and has authored several books on Python programming and data analysis.,He is a member of the Python Software Foundation.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,He is also a member of the Python Software Foundation and has authored several books on Python programming and data analysis.,He has authored books.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,He is also a member of the Python Software Foundation and has authored several books on Python programming and data analysis.,His books are on Python programming.,1,,,,,,,
ChatGPT,Travis Oliphant,medium,He is also a member of the Python Software Foundation and has authored several books on Python programming and data analysis.,His books are on data analysis.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,Travis Oliphant is recognized as a leader in the field of scientific computing and data science.,Travis Oliphant is recognized as a leader in the field of scientific computing.,0,,,,,,,
ChatGPT,Travis Oliphant,medium,Travis Oliphant is recognized as a leader in the field of scientific computing and data science.,Travis Oliphant is recognized as a leader in the field of data science.,0,,,,,,,
ChatGPT,Julia Faye,medium,"Julia Faye (born September 24, 1893 – April 6, 1966) was an American actress who appeared in over 200 films during the silent and early sound era.","Julia Faye was born on September 24, 1893.",0,,,,,,,
ChatGPT,Julia Faye,medium,"Julia Faye (born September 24, 1893 – April 6, 1966) was an American actress who appeared in over 200 films during the silent and early sound era.","Julia Faye died on April 6, 1966.",1,,,,,,,
ChatGPT,Julia Faye,medium,"Julia Faye (born September 24, 1893 – April 6, 1966) was an American actress who appeared in over 200 films during the silent and early sound era.",Julia Faye was an American.,1,,,,,,,
ChatGPT,Julia Faye,medium,"Julia Faye (born September 24, 1893 – April 6, 1966) was an American actress who appeared in over 200 films during the silent and early sound era.",Julia Faye was an actress.,1,,,,,,,
ChatGPT,Julia Faye,medium,"Julia Faye (born September 24, 1893 – April 6, 1966) was an American actress who appeared in over 200 films during the silent and early sound era.",Julia Faye appeared in over 200 films.,0,,,,,,,
ChatGPT,Julia Faye,medium,"Julia Faye (born September 24, 1893 – April 6, 1966) was an American actress who appeared in over 200 films during the silent and early sound era.",Julia Faye appeared in films during the silent era.,1,,,,,,,
ChatGPT,Julia Faye,medium,"Julia Faye (born September 24, 1893 – April 6, 1966) was an American actress who appeared in over 200 films during the silent and early sound era.",Julia Faye appeared in films during the early sound era.,1,,,,,,,
ChatGPT,Julia Faye,medium,"She began her career as a child actress in 1913, and worked extensively as an extra before landing her breakthrough role in the 1917 film ""A Romance of the Redwoods"".",She began her career as a child actress.,0,,,,,,,
ChatGPT,Julia Faye,medium,"She began her career as a child actress in 1913, and worked extensively as an extra before landing her breakthrough role in the 1917 film ""A Romance of the Redwoods"".",She began her career in 1913.,0,,,,,,,
ChatGPT,Julia Faye,medium,"She began her career as a child actress in 1913, and worked extensively as an extra before landing her breakthrough role in the 1917 film ""A Romance of the Redwoods"".",She worked extensively as an extra.,0,,,,,,,
ChatGPT,Julia Faye,medium,"She began her career as a child actress in 1913, and worked extensively as an extra before landing her breakthrough role in the 1917 film ""A Romance of the Redwoods"".",She landed her breakthrough role in A Romance of the Redwoods.,0,,,,,,,
ChatGPT,Julia Faye,medium,"Faye became a fixture at Warner Bros. Studios in the 1920s, appearing in films such as ""The Jazz Singer"" (1927) and ""The Maltese Falcon"" (1931).",Faye became a fixture at Warner Bros. Studios.,0,,,,,,,
ChatGPT,Julia Faye,medium,"Faye became a fixture at Warner Bros. Studios in the 1920s, appearing in films such as ""The Jazz Singer"" (1927) and ""The Maltese Falcon"" (1931).",Faye appeared in The Jazz Singer.,0,,,,,,,
ChatGPT,Julia Faye,medium,"Faye became a fixture at Warner Bros. Studios in the 1920s, appearing in films such as ""The Jazz Singer"" (1927) and ""The Maltese Falcon"" (1931).",Faye appeared in The Maltese Falcon.,0,,,,,,,
ChatGPT,Julia Faye,medium,"She was also known for her work in several Cecil B. DeMille productions, including ""The Ten Commandments"" (1923) and ""The King of Kings"" (1927).",She was known for her work in several Cecil B. DeMille productions.,1,,,,,,,
ChatGPT,Julia Faye,medium,"She was also known for her work in several Cecil B. DeMille productions, including ""The Ten Commandments"" (1923) and ""The King of Kings"" (1927).",She starred in The Ten Commandments.,1,,,,,,,
ChatGPT,Julia Faye,medium,"She was also known for her work in several Cecil B. DeMille productions, including ""The Ten Commandments"" (1923) and ""The King of Kings"" (1927).",The Ten Commandments is a Cecil B. DeMille production.,1,,,,,,,
ChatGPT,Julia Faye,medium,"She was also known for her work in several Cecil B. DeMille productions, including ""The Ten Commandments"" (1923) and ""The King of Kings"" (1927).",The Ten Commandments was released in 1923.,1,,,,,,,
ChatGPT,Julia Faye,medium,"She was also known for her work in several Cecil B. DeMille productions, including ""The Ten Commandments"" (1923) and ""The King of Kings"" (1927).",She starred in The King of Kings.,1,,,,,,,
ChatGPT,Julia Faye,medium,"She was also known for her work in several Cecil B. DeMille productions, including ""The Ten Commandments"" (1923) and ""The King of Kings"" (1927).",The King of Kings is a Cecil B. DeMille production.,1,,,,,,,
ChatGPT,Julia Faye,medium,"She was also known for her work in several Cecil B. DeMille productions, including ""The Ten Commandments"" (1923) and ""The King of Kings"" (1927).",The King of Kings was released in 1927.,1,,,,,,,
ChatGPT,Julia Faye,medium,"Faye's career declined in the 1930s, and she retired from acting in 1943.",Faye's career declined.,0,,,,,,,
ChatGPT,Julia Faye,medium,"Faye's career declined in the 1930s, and she retired from acting in 1943.",The decline happened in the 1930s.,0,,,,,,,
ChatGPT,Julia Faye,medium,"Faye's career declined in the 1930s, and she retired from acting in 1943.",She retired from acting.,1,,,,,,,
ChatGPT,Julia Faye,medium,"Faye's career declined in the 1930s, and she retired from acting in 1943.",She retired in 1943.,0,,,,,,,
ChatGPT,Julia Faye,medium,She died in 1966 at the age of 72.,She died in 1966.,1,,,,,,,
ChatGPT,Julia Faye,medium,She died in 1966 at the age of 72.,She died at the age of 72.,0,,,,,,,
ChatGPT,Kim Burrell,medium,Kim Burrell is an American gospel singer and songwriter.,Kim Burrell is an American.,1,,,,,,,
ChatGPT,Kim Burrell,medium,Kim Burrell is an American gospel singer and songwriter.,Kim Burrell is a singer.,1,,,,,,,
ChatGPT,Kim Burrell,medium,Kim Burrell is an American gospel singer and songwriter.,Kim Burrell sings gospel.,1,,,,,,,
ChatGPT,Kim Burrell,medium,Kim Burrell is an American gospel singer and songwriter.,Kim Burrell is a songwriter.,1,,,,,,,
